V01301,V13305,V10004_700,V11291_700,V12001_700,V13003_700,date
1,24.5,1009.1,3.0,11.6,93.0,2015/3/18
1,1.4,1014.4,2.1,10.4,89.0,2015/3/19
1,5.7,1017.9,2.5,11.9,89.0,2015/3/20
1,0.0,1019.4,0.8,13.3,84.0,2015/3/21
1,0.0,1017.7,1.3,15.4,72.0,2015/3/22
1,0.0,1019.9,3.4,16.5,64.0,2015/3/23
1,0.0,1025.8,2.1,13.2,69.0,2015/3/24
1,0.0,1023.6,1.1,14.3,69.0,2015/3/25
1,13.1,1023.7,2.3,13.7,74.0,2015/3/26
1,0.0,1023.5,1.5,13.2,81.0,2015/3/27
1,0.0,1015.8,1.5,15.0,86.0,2015/3/28
1,15.1,1011.9,1.5,15.6,96.0,2015/3/29
1,2.6,1007.3,1.8,17.6,92.0,2015/3/30
1,0.0,1003.3,2.4,23.8,78.0,2015/3/31
1,0.1,1000.8,2.3,23.6,77.0,2015/4/1
1,23.6,999.6,1.7,13.0,89.0,2015/4/2
1,1.7,1001.6,2.2,15.5,79.0,2015/4/3
1,44.8,1005.5,1.9,12.8,94.0,2015/4/4
1,40.2,1011.0,2.6,11.9,97.0,2015/4/5
1,17.9,1017.1,3.7,11.5,92.0,2015/4/6
1,6.4,1024.8,4.8,9.3,81.0,2015/4/7
1,0.0,1024.6,1.0,7.6,83.0,2015/4/8
1,0.0,1020.1,0.9,10.2,81.0,2015/4/9
1,0.0,1020.3,0.9,12.3,83.0,2015/4/10
1,0.0,1019.1,0.8,15.8,73.0,2015/4/11
1,0.0,1019.5,3.0,16.9,56.0,2015/4/12
1,0.0,1022.0,2.7,12.7,49.0,2015/4/13
1,0.0,1015.7,1.5,12.9,68.0,2015/4/14
1,1.2,1007.9,1.0,13.7,88.0,2015/4/15
1,0.0,1009.3,1.5,16.8,83.0,2015/4/16
1,999990.0,1004.4,2.1,20.4,76.0,2015/4/17
1,0.9,1001.5,0.9,21.4,83.0,2015/4/18
1,7.0,1005.5,3.5,15.5,95.0,2015/4/19
1,0.0,1013.3,2.8,14.6,77.0,2015/4/20
1,0.0,1015.7,0.9,15.2,82.0,2015/4/21
1,0.0,1017.8,0.8,18.4,77.0,2015/4/22
1,0.0,1016.4,0.9,20.4,73.0,2015/4/23
1,999990.0,1016.8,0.5,20.1,81.0,2015/4/24
1,0.0,1016.2,0.7,20.7,81.0,2015/4/25
1,0.0,1012.8,1.2,20.7,74.0,2015/4/26
1,0.0,1007.3,2.3,23.0,70.0,2015/4/27
1,0.0,1005.3,2.4,23.7,80.0,2015/4/28
1,0.0,1009.3,2.4,22.6,71.0,2015/4/29
1,0.0,1007.5,1.6,24.2,63.0,2015/4/30
1,38.3,1003.0,2.2,22.6,79.0,2015/5/1
1,7.1,1005.2,2.5,19.5,88.0,2015/5/2
1,0.0,1009.6,1.1,20.7,84.0,2015/5/3
1,0.0,1011.3,1.0,20.6,83.0,2015/5/4
1,0.1,1007.7,0.6,19.2,88.0,2015/5/5
1,999990.0,1004.5,0.9,22.1,81.0,2015/5/6
1,0.0,1006.7,18.0,23.5,80.0,2015/5/7
1,16.2,1004.0,1.9,20.9,85.0,2015/5/8
1,0.0,1007.6,0.6,20.3,85.0,2015/5/9
1,0.0,1005.9,11.0,23.2,78.0,2015/5/10
1,2.6,1011.8,3.5,16.8,81.0,2015/5/11
1,0.0,1010.1,2.2,20.5,65.0,2015/5/12
1,0.0,1003.1,3.1,24.0,62.0,2015/5/13
1,0.5,1002.9,1.7,25.7,79.0,2015/5/14
1,60.1,1004.8,2.5,23.7,89.0,2015/5/15
1,0.0,1007.8,1.9,24.3,73.0,2015/5/16
1,1.3,1003.3,1.4,23.6,83.0,2015/5/17
1,0.2,1001.6,1.0,23.6,91.0,2015/5/18
1,0.0,1002.8,0.5,24.4,88.0,2015/5/19
1,0.0,1007.4,3.3,25.6,67.0,2015/5/20
1,0.0,1009.7,1.8,23.1,59.0,2015/5/21
1,0.0,1007.9,2.5,22.6,59.0,2015/5/22
1,999990.0,1006.5,1.0,20.5,80.0,2015/5/23
1,0.0,1005.1,0.8,22.8,78.0,2015/5/24
1,0.3,1004.8,0.7,23.6,83.0,2015/5/25
1,17.3,1004.8,1.2,22.7,89.0,2015/5/26
1,0.3,1001.6,1.3,22.4,95.0,2015/5/27
1,999990.0,999.8,1.3,24.5,89.0,2015/5/28
1,21.3,1001.0,2.4,21.9,94.0,2015/5/29
1,0.0,1004.8,1.2,24.1,84.0,2015/5/30
1,0.0,1004.1,1.0,25.1,84.0,2015/5/31
1,0.0,1000.7,1.5,26.7,78.0,2015/6/1
1,35.2,1000.2,2.6,25.1,93.0,2015/6/2
1,3.3,1006.7,1.9,23.9,80.0,2015/6/3
1,0.2,1007.1,1.7,21.0,84.0,2015/6/4
1,0.0,1005.7,1.6,21.6,84.0,2015/6/5
1,0.0,1003.2,1.3,25.1,77.0,2015/6/6
1,45.3,1003.8,1.4,21.3,90.0,2015/6/7
1,4.9,1003.2,0.7,22.6,91.0,2015/6/8
1,0.0,1002.2,1.0,23.5,90.0,2015/6/9
1,0.0,1000.8,1.4,25.1,86.0,2015/6/10
1,0.0,1003.8,2.1,27.5,66.0,2015/6/11
1,0.0,1003.6,1.5,25.8,75.0,2015/6/12
1,0.7,1001.5,0.4,27.1,84.0,2015/6/13
1,0.4,1003.2,1.6,26.9,78.0,2015/6/14
1,2.2,1003.0,1.5,25.1,90.0,2015/6/15
1,999990.0,1000.5,1.4,25.1,91.0,2015/6/16
1,30.4,999.2,1.6,22.0,98.0,2015/6/17
1,0.2,1002.0,1.5,24.4,86.0,2015/6/18
1,0.0,1004.1,0.9,25.0,88.0,2015/6/19
1,999990.0,1004.9,2.0,25.8,81.0,2015/6/20
1,25.4,1005.0,2.2,21.4,95.0,2015/6/21
1,0.1,1002.9,1.1,24.7,88.0,2015/6/22
1,0.0,1001.5,2.0,28.3,79.0,2015/6/23
1,31.7,998.8,1.8,29.5,83.0,2015/6/24
1,1.1,997.5,2.0,27.8,87.0,2015/6/25
1,999990.0,997.3,1.2,27.2,86.0,2015/6/26
1,0.0,997.8,2.6,29.6,81.0,2015/6/27
1,0.0,1000.9,1.6,27.5,86.0,2015/6/28
1,0.0,998.1,1.9,31.7,75.0,2015/6/29
1,17.9,998.8,1.4,24.7,94.0,2015/6/30
1,0.0,998.8,1.2,25.5,82.0,2015/7/1
1,0.0,998.5,0.8,28.2,81.0,2015/7/2
1,0.3,1000.7,1.7,27.5,86.0,2015/7/3
1,1.8,1004.5,1.2,24.7,83.0,2015/7/4
1,1.4,1004.8,1.3,24.7,84.0,2015/7/5
1,1.2,1005.6,2.5,22.4,83.0,2015/7/6
1,0.0,1005.6,2.5,23.9,70.0,2015/7/7
1,0.0,1005.4,1.5,25.1,75.0,2015/7/8
1,999990.0,1006.3,2.0,24.6,79.0,2015/7/9
1,0.0,1005.6,2.7,26.5,79.0,2015/7/10
1,0.0,1001.7,3.2,28.7,75.0,2015/7/11
1,0.0,998.7,0.9,29.2,78.0,2015/7/12
1,0.0,998.5,1.1,30.0,77.0,2015/7/13
1,0.2,997.9,1.3,30.8,80.0,2015/7/14
1,76.4,996.7,2.7,26.0,93.0,2015/7/15
1,23.5,998.7,1.7,22.9,95.0,2015/7/16
1,0.3,1001.1,2.3,23.2,93.0,2015/7/17
1,0.0,1001.8,1.0,25.9,85.0,2015/7/18
1,0.0,1002.6,1.4,27.6,83.0,2015/7/19
1,0.0,1002.8,1.6,28.5,78.0,2015/7/20
1,0.0,1001.9,1.3,28.3,80.0,2015/7/21
1,5.6,1000.6,1.1,28.5,87.0,2015/7/22
1,161.7,1000.3,2.0,24.4,99.0,2015/7/23
1,0.0,1000.7,1.1,26.8,86.0,2015/7/24
1,0.0,1000.1,1.2,28.1,84.0,2015/7/25
1,17.5,1001.7,1.3,27.2,93.0,2015/7/26
1,0.1,1003.5,1.9,29.6,82.0,2015/7/27
1,0.0,1004.2,3.1,30.5,72.0,2015/7/28
1,0.0,1003.4,3.6,30.8,62.0,2015/7/29
1,0.0,1003.2,3.3,30.8,62.0,2015/7/30
1,0.0,1003.1,3.3,30.8,63.0,2015/7/31
1,0.0,1004.2,2.6,30.9,64.0,2015/8/1
1,0.0,1003.9,4.3,31.5,62.0,2015/8/2
1,0.0,1002.5,4.4,32.1,57.0,2015/8/3
1,0.0,1001.6,2.8,31.3,62.0,2015/8/4
1,0.0,1001.0,2.9,29.7,71.0,2015/8/5
1,25.1,1002.4,1.2,28.2,81.0,2015/8/6
1,0.0,1005.0,1.7,29.8,75.0,2015/8/7
1,0.0,1003.8,3.4,30.1,77.0,2015/8/8
1,0.0,1000.8,6.0,28.6,72.0,2015/8/9
1,10.0,999.8,4.6,25.4,89.0,2015/8/10
1,0.0,1004.3,3.1,27.5,74.0,2015/8/11
1,0.0,1005.1,1.5,27.8,80.0,2015/8/12
1,0.2,1003.7,0.7,28.1,75.0,2015/8/13
1,0.0,1001.8,1.1,28.8,80.0,2015/8/14
1,18.5,1002.0,1.3,26.4,94.0,2015/8/15
1,0.0,1003.3,1.0,27.4,85.0,2015/8/16
1,0.0,1003.6,1.0,28.1,84.0,2015/8/17
1,0.1,1003.7,2.0,28.3,81.0,2015/8/18
1,14.2,1005.9,2.1,23.2,95.0,2015/8/19
1,999990.0,1007.2,1.3,24.4,84.0,2015/8/20
1,0.0,1004.2,0.4,26.1,86.0,2015/8/21
1,0.0,1002.1,0.9,27.0,82.0,2015/8/22
1,0.0,1002.0,1.9,27.8,70.0,2015/8/23
1,0.2,1003.6,1.5,26.6,75.0,2015/8/24
1,0.0,1006.2,1.1,25.1,81.0,2015/8/25
1,0.0,1007.1,0.7,26.2,77.0,2015/8/26
1,0.0,1006.4,1.1,26.6,81.0,2015/8/27
1,6.5,1005.4,0.9,26.3,82.0,2015/8/28
1,0.0,1004.8,0.6,26.6,82.0,2015/8/29
1,0.0,1005.5,0.7,27.1,83.0,2015/8/30
1,0.0,1005.7,0.7,26.9,81.0,2015/8/31
1,0.0,1006.2,2.3,27.3,75.0,2015/9/1
1,0.0,1009.3,3.2,27.3,64.0,2015/9/2
1,0.0,1010.0,1.2,26.6,72.0,2015/9/3
1,0.3,1007.0,1.6,28.1,78.0,2015/9/4
1,12.2,1004.5,1.5,26.7,89.0,2015/9/5
1,0.0,1005.2,2.3,27.2,80.0,2015/9/6
1,0.0,1008.5,3.1,26.0,74.0,2015/9/7
1,0.0,1009.4,1.1,25.0,78.0,2015/9/8
1,0.0,1011.2,1.0,25.6,80.0,2015/9/9
1,0.0,1012.0,0.8,25.5,73.0,2015/9/10
1,0.0,1011.3,2.1,22.7,84.0,2015/9/11
1,0.6,1015.6,2.0,22.4,84.0,2015/9/12
1,0.0,1016.3,1.2,20.5,67.0,2015/9/13
1,0.0,1013.7,0.9,22.1,70.0,2015/9/14
1,0.0,1013.4,0.6,21.5,81.0,2015/9/15
1,0.0,1013.5,0.9,22.1,81.0,2015/9/16
1,0.0,1014.8,1.4,23.1,75.0,2015/9/17
1,17.1,1014.9,0.9,20.0,97.0,2015/9/18
1,2.8,1012.4,1.4,21.9,85.0,2015/9/19
1,0.8,1009.5,0.6,23.1,86.0,2015/9/20
1,0.0,1007.8,0.5,23.3,83.0,2015/9/21
1,0.6,1007.4,1.0,23.2,83.0,2015/9/22
1,7.3,1007.0,0.9,22.4,91.0,2015/9/23
1,24.6,1004.7,2.4,21.5,100.0,2015/9/24
1,8.9,1006.2,1.8,22.3,88.0,2015/9/25
1,0.2,1009.1,1.1,23.8,81.0,2015/9/26
1,0.0,1009.6,0.7,24.4,82.0,2015/9/27
1,0.0,1010.2,2.1,24.8,70.0,2015/9/28
1,0.0,1011.7,3.9,23.2,77.0,2015/9/29
1,0.3,1010.6,3.1,21.2,86.0,2015/9/30
1,0.3,1016.0,2.4,20.2,70.0,2015/10/1
1,0.0,1015.1,0.5,17.8,79.0,2015/10/2
1,0.0,1015.9,1.5,20.8,73.0,2015/10/3
1,1.5,1019.2,1.4,20.0,77.0,2015/10/4
1,12.6,1018.8,1.0,19.7,91.0,2015/10/5
1,52.2,1013.1,1.8,20.5,99.0,2015/10/6
1,9.0,1010.4,2.3,21.5,91.0,2015/10/7
1,0.0,1014.0,3.6,19.6,82.0,2015/10/8
1,0.0,1015.5,1.9,17.6,72.0,2015/10/9
1,0.0,1015.0,0.5,17.8,86.0,2015/10/10
1,0.0,1018.8,0.8,18.4,83.0,2015/10/11
1,0.0,1020.2,0.7,17.7,82.0,2015/10/12
1,0.0,1019.7,0.5,17.9,83.0,2015/10/13
1,0.0,1016.5,1.1,19.3,82.0,2015/10/14
1,0.0,1015.2,0.5,19.8,84.0,2015/10/15
1,0.0,1015.0,0.8,20.0,82.0,2015/10/16
1,0.0,1014.7,0.5,19.4,81.0,2015/10/17
1,0.0,1014.5,0.6,19.6,83.0,2015/10/18
1,0.0,1012.6,0.5,19.0,75.0,2015/10/19
1,0.0,1010.6,0.5,18.1,85.0,2015/10/20
1,0.0,1011.8,0.6,18.6,85.0,2015/10/21
1,0.0,1014.1,0.9,18.6,86.0,2015/10/22
1,0.0,1014.3,0.6,18.4,87.0,2015/10/23
1,0.0,1014.9,0.8,19.2,86.0,2015/10/24
1,0.0,1014.9,1.1,20.8,85.0,2015/10/25
1,1.5,1015.5,3.0,16.8,92.0,2015/10/26
1,6.9,1019.2,0.8,13.5,82.0,2015/10/27
1,0.2,1017.6,1.9,15.0,84.0,2015/10/28
1,17.5,1019.5,1.7,13.4,98.0,2015/10/29
1,0.4,1024.0,1.5,14.6,87.0,2015/10/30
1,0.0,1028.0,2.3,13.6,62.0,2015/10/31
1,0.0,1026.2,2.1,11.3,80.0,2015/11/1
1,0.0,1023.0,0.4,11.4,84.0,2015/11/2
1,999990.0,1020.3,1.1,13.6,82.0,2015/11/3
1,2.0,1018.9,0.7,15.1,92.0,2015/11/4
1,0.7,1015.1,1.5,17.5,92.0,2015/11/5
1,0.2,1011.7,2.1,18.4,88.0,2015/11/6
1,21.1,1018.1,2.4,7.6,95.0,2015/11/7
1,0.6,1021.3,2.1,9.2,92.0,2015/11/8
1,0.0,1023.0,1.0,9.7,89.0,2015/11/9
1,0.2,1022.5,2.5,10.5,88.0,2015/11/10
1,4.4,1022.5,1.3,11.5,92.0,2015/11/11
1,16.4,1021.7,1.1,11.5,98.0,2015/11/12
1,0.6,1018.7,0.9,12.3,93.0,2015/11/13
1,0.0,1015.8,0.9,13.3,88.0,2015/11/14
1,5.1,1013.6,0.9,15.3,91.0,2015/11/15
1,3.3,1013.6,1.7,14.0,95.0,2015/11/16
1,15.0,1014.3,2.3,13.2,98.0,2015/11/17
1,5.2,1019.5,1.8,11.5,95.0,2015/11/18
1,3.9,1020.1,0.5,11.3,98.0,2015/11/19
1,4.3,1020.1,1.3,12.5,95.0,2015/11/20
1,0.0,1019.8,1.1,14.2,95.0,2015/11/21
1,1.4,1019.7,2.1,13.8,95.0,2015/11/22
1,1.2,1022.8,3.5,6.6,96.0,2015/11/23
1,20.2,1026.5,4.5,2.9,98.0,2015/11/24
1,0.3,1028.7,0.5,2.7,86.0,2015/11/25
1,0.0,1029.3,0.8,3.0,83.0,2015/11/26
1,999990.0,1025.2,1.4,4.4,79.0,2015/11/27
1,2.2,1024.5,0.9,8.1,91.0,2015/11/28
1,1.2,1024.0,0.5,9.2,92.0,2015/11/29
1,0.0,1021.4,0.7,9.5,95.0,2015/11/30
1,999990.0,1018.4,0.7,10.9,90.0,2015/12/1
1,0.5,1021.9,1.7,8.9,80.0,2015/12/2
1,0.0,1024.8,1.1,6.6,72.0,2015/12/3
1,0.0,1027.6,1.6,8.4,42.0,2015/12/4
1,4.3,1025.3,0.6,6.1,86.0,2015/12/5
1,0.0,1027.6,0.4,4.0,94.0,2015/12/6
1,0.0,1027.1,0.9,4.5,89.0,2015/12/7
1,0.0,1025.7,1.0,6.0,90.0,2015/12/8
1,0.0,1021.1,1.1,8.8,88.0,2015/12/9
1,999990.0,1019.7,1.0,8.9,89.0,2015/12/10
1,0.0,1020.7,2.0,9.1,81.0,2015/12/11
1,1.2,1019.3,2.4,7.7,86.0,2015/12/12
1,3.1,1021.1,2.1,7.1,89.0,2015/12/13
1,999990.0,1023.9,1.1,7.9,78.0,2015/12/14
1,0.0,1026.4,1.5,7.2,68.0,2015/12/15
1,0.0,1032.0,1.9,3.1,55.0,2015/12/16
1,0.0,1032.5,0.9,-0.2,73.0,2015/12/17
1,0.0,1030.1,0.8,0.2,80.0,2015/12/18
1,0.0,1029.1,0.7,5.1,66.0,2015/12/19
1,1.1,1026.1,1.2,4.6,85.0,2015/12/20
1,0.1,1022.8,2.0,5.8,89.0,2015/12/21
1,0.0,1022.7,1.9,6.2,91.0,2015/12/22
1,0.0,1020.7,2.1,6.1,90.0,2015/12/23
1,3.1,1023.6,2.7,6.1,96.0,2015/12/24
1,0.0,1025.0,1.3,5.8,80.0,2015/12/25
1,0.0,1020.0,1.2,6.1,82.0,2015/12/26
1,0.0,1027.1,2.7,5.3,88.0,2015/12/27
1,0.0,1033.3,2.2,3.7,85.0,2015/12/28
1,0.0,1030.3,0.8,5.0,87.0,2015/12/29
1,0.0,1028.9,1.1,4.1,89.0,2015/12/30
1,0.0,1030.2,1.1,4.5,82.0,2015/12/31
1,0.0,1025.5,1.1,6.5,68.5,2016/1/1
1,0.0,1020.0,1.0,9.0,74.8,2016/1/2
1,0.4,1017.1,0.5,9.8,89.3,2016/1/3
1,7.4,1017.0,2.2,9.1,94.8,2016/1/4
1,3.0,1020.7,2.7,5.1,95.3,2016/1/5
1,0.1,1025.1,1.8,5.8,92.8,2016/1/6
1,0.0,1027.1,2.7,4.9,89.8,2016/1/7
1,0.0,1025.5,0.9,2.0,96.0,2016/1/8
1,3.6,1022.1,1.2,4.6,95.8,2016/1/9
1,3.0,1020.8,1.4,5.9,96.0,2016/1/10
1,3.4,1024.2,2.8,3.4,95.3,2016/1/11
1,0.1,1027.4,2.6,1.9,92.0,2016/1/12
1,0.0,1026.0,1.9,3.5,74.0,2016/1/13
1,0.0,1022.4,0.8,4.4,83.3,2016/1/14
1,0.0,1017.8,1.1,2.9,89.0,2016/1/15
1,3.3,1015.2,1.0,3.3,93.0,2016/1/16
1,0.1,1017.2,2.1,6.6,77.0,2016/1/17
1,0.0,1022.0,3.0,2.4,71.5,2016/1/18
1,0.0,1025.4,1.5,3.9,56.3,2016/1/19
1,0.0,999999.0,999999.0,999999.0,999999.0,2016/1/20
1,2.1,1026.3,1.7,0.9,87.3,2016/1/21
1,3.6,1029.9,4.3,0.9,92.0,2016/1/22
1,0.3,1040.2,3.8,-0.8,55.3,2016/1/23
1,0.0,1043.0,1.8,-3.8,54.8,2016/1/24
1,0.0,1035.9,2.1,-2.5,60.8,2016/1/25
1,0.0,1028.1,1.0,1.3,68.3,2016/1/26
1,0.0,1022.8,0.9,3.2,73.0,2016/1/27
1,1.5,1020.4,1.2,5.2,80.5,2016/1/28
1,0.0,1023.7,2.9,4.2,79.8,2016/1/29
1,0.4,1025.7,1.7,4.1,94.8,2016/1/30
1,7.2,1029.1,3.7,1.1,94.8,2016/1/31
1,0.5,1034.2,2.9,-0.2,76.8,2016/2/1
1,0.5,1030.4,1.0,-1.4,82.5,2016/2/2
1,0.0,1025.9,0.7,0.7,79.3,2016/2/3
1,0.0,1025.4,0.8,5.4,70.3,2016/2/4
1,0.0,1027.0,1.4,3.6,70.0,2016/2/5
1,0.0,1031.3,1.5,1.8,55.8,2016/2/6
1,0.0,1024.2,2.3,5.1,62.0,2016/2/7
1,0.0,1018.7,1.5,6.9,74.3,2016/2/8
1,0.0,1015.2,1.9,11.7,62.3,2016/2/9
1,0.9,1010.2,1.4,13.0,64.8,2016/2/10
1,0.1,1007.8,1.3,14.5,82.8,2016/2/11
1,8.7,1005.0,1.7,14.4,95.3,2016/2/12
1,2.6,1015.5,5.9,8.3,79.0,2016/2/13
1,3.6,1029.4,3.8,3.6,64.8,2016/2/14
1,0.0,1031.4,1.7,1.6,64.3,2016/2/15
1,0.0,1026.7,1.3,2.9,73.3,2016/2/16
1,0.0,1024.7,0.6,5.4,75.0,2016/2/17
1,0.0,1020.1,1.3,6.6,73.0,2016/2/18
1,0.0,1022.8,1.4,8.5,65.0,2016/2/19
1,0.0,1027.6,1.5,6.1,62.3,2016/2/20
1,0.0,1021.5,2.2,7.5,55.3,2016/2/21
1,7.9,1024.4,1.3,6.7,85.3,2016/2/22
1,0.0,1029.9,2.6,7.6,82.8,2016/2/23
1,0.0,1032.6,1.2,6.7,80.0,2016/2/24
1,0.0,999999.0,999999.0,999999.0,999999.0,2016/2/25
1,0.0,1026.4,3.4,12.3,61.0,2016/2/26
1,0.0,1021.2,2.1,11.9,74.8,2016/2/27
1,0.0,1022.7,2.3,11.6,66.8,2016/2/28
1,0.0,1028.5,1.7,8.4,68.8,2016/2/29
1,0.0,1020.8,1.5,12.4,51.8,2016/3/1
1,0.0,1018.8,0.9,13.5,67.3,2016/3/2
1,0.0,1015.1,0.6,14.3,82.5,2016/3/3
1,0.0,1012.8,0.9,16.9,82.0,2016/3/4
1,999999.0,1015.3,2.9,16.0,64.3,2016/3/5
1,0.0,1013.6,1.5,14.1,80.5,2016/3/6
1,4.6,1009.5,1.3,16.9,85.3,2016/3/7
1,43.6999,1011.8,6.6,9.3,94.8,2016/3/8
1,0.5,1023.9,5.8,4.4,78.8,2016/3/9
1,4.5,1029.9,2.5,5.0,68.8,2016/3/10
1,0.0,1024.9,1.0,5.5,78.3,2016/3/11
1,0.0,1015.4,1.3,8.5,72.3,2016/3/12
1,0.0,1018.7,2.1,11.3,68.5,2016/3/13
1,0.0,1021.5,1.8,9.5,73.3,2016/3/14
1,0.0,1015.3,1.0,11.9,67.5,2016/3/15
1,0.0,1013.6,0.3,11.6,76.8,2016/3/16
1,0.1,1011.7,0.7,13.7,84.5,2016/3/17
1,0.0,1009.8,1.4,14.8,71.5,2016/3/18
1,0.0,1012.6,0.8,15.0,78.8,2016/3/19
1,0.0,1012.7,2.6,17.7,71.8,2016/3/20
1,4.0,1015.0,2.1,15.3,67.5,2016/3/21
1,0.0,999999.0,999999.0,999999.0,999999.0,2016/3/22
1,0.8,999999.0,999999.0,999999.0,999999.0,2016/3/23
1,0.0,1026.7,3.6,13.3,44.5,2016/3/24
1,0.0,1025.0,1.4,10.9,48.3,2016/3/25
1,0.7,1024.7,1.4,9.1,76.8,2016/3/26
1,0.0,1023.8,1.8,10.7,74.5,2016/3/27
1,0.0,1018.4,2.7,13.6,60.8,2016/3/28
1,1.8,1016.4,2.4,15.8,64.0,2016/3/29
1,7.2,1016.2,0.7,13.0,98.0,2016/3/30
1,0.2,1013.8,1.2,14.2,89.5,2016/3/31
1,0.0,1007.9,2.2,18.9,77.0,2016/4/1
1,10.0,1007.1,1.6,20.7,88.3,2016/4/2
1,13.9,1012.1,3.2,14.5,94.8,2016/4/3
1,0.0,1012.3,1.1,15.0,78.5,2016/4/4
1,20.7999,1008.7,2.0,16.4,91.0,2016/4/5
1,74.7999,1005.2,1.9,14.5,100.0,2016/4/6
1,0.1,1011.2,0.8,17.0,91.5,2016/4/7
